id,checkpoint_path,logit_cosine,prob_cosine,inverse_kl,symmetric_inverse_kl,top1_agreement,top5_overlap,margin_similarity,confidence_similarity,same_correct,same_wrong,confidence_corr,target_acc,suspect_acc,acc_similarity,load_error
218,suspect_models\suspect_218.safetensors,0.9982731626927852,0.9999975993454456,0.995069379092753,0.9951181864008307,0.99995,0.9291500042140484,0.7660993800632656,0.9987503910556436,0.99985,0.0001,0.9497633433005033,0.999875,0.999875,1.0,
219,suspect_models\suspect_219.safetensors,0.7722395913596265,0.7020060410729843,0.5213351358439773,0.5395314245466143,0.6654,0.6005700138919056,0.16285211900016294,0.5256396759986878,0.66535,5e-05,0.16708899169688993,0.999875,0.6654,0.749358361902621,
220,suspect_models\suspect_220.safetensors,0.2721585192360566,0.21691003018456304,0.3382644319517538,0.3659168395359069,0.1626,0.2224700046695769,0.12746203730450942,0.3221248556539416,0.162575,2.5e-05,0.04779542903795659,0.999875,0.162575,0.5442769281010178,
221,suspect_models\suspect_221.safetensors,0.9926491389304399,0.9999891796395183,0.9813784651249647,0.9808034133315087,0.9999,0.8785900071591138,0.6260194885376841,0.9957473967522382,0.999825,7.5e-05,0.8337250738881511,0.999875,0.999875,1.0,
222,suspect_models\suspect_222.safetensors,0.5132683090948617,0.3471073596339127,0.35209645079411567,0.39717081660889086,0.269175,0.372750008616969,0.12648646482620388,0.19953370728045702,0.26915,2.5e-05,0.047506965943376674,0.999875,0.26915,0.577792543587225,
223,suspect_models\suspect_223.safetensors,0.5132725766368909,0.5355894264318695,0.5196182191517204,0.5165367602989077,0.4876,0.4082850097455084,0.18047693064650522,0.6228424585655331,0.48755,5e-05,0.11574221796817818,0.999875,0.48755,0.6612335311523647,
224,suspect_models\suspect_224.safetensors,0.9980186655029655,0.9999974706768989,0.9984498305395245,0.9984622785866261,0.999875,0.9316100040726364,0.8290572514250875,0.9992883752733469,0.999825,5e-05,0.9812713476037546,0.999875,0.9999,0.9999750006249845,
225,suspect_models\suspect_225.safetensors,0.5923615710245678,0.4218790694375297,0.3740675985589623,0.41602762225307527,0.359275,0.4456650104854256,0.13017894213208928,0.23388357999175788,0.359225,5e-05,0.06580781209904767,0.999875,0.359225,0.6095145216834791,
226,suspect_models\suspect_226.safetensors,0.9094124405175448,0.9999154876738787,0.926515346314013,0.9286557529754936,0.99985,0.6172100147329271,0.5014307164685801,0.9958274899914861,0.999775,7.5e-05,0.46384952054941997,0.999875,0.999825,0.9999500024998751,
227,suspect_models\suspect_227.safetensors,0.9840043309122324,0.9997681224368047,0.9480230592142791,0.9497615571141242,0.99975,0.7976850112438202,0.5184595164154656,0.9932132866173983,0.9997,5e-05,0.37962796364952367,0.999875,0.999775,0.9999000099990001,
228,suspect_models\suspect_228.safetensors,0.054978246799553744,0.08067834656887847,0.2644552581693977,0.3047457778243348,0.042125,0.09742500173859298,0.1234157252474688,0.22357524519711733,0.042125,0.0,0.03418287667586727,0.999875,0.042175,0.5108034938958983,
229,suspect_models\suspect_229.safetensors,0.650780707458104,0.5352688343134523,0.48227114305980506,0.5053732448209077,0.478525,0.48634001138433813,0.16753291832357645,0.4940540533542633,0.47845,7.5e-05,0.10903948150459737,0.999875,0.47845,0.657278538212531,
230,suspect_models\suspect_230.safetensors,0.3401338539989374,0.23066906746544702,0.3181299146968871,0.3656985464446247,0.1528,0.2363850051242858,0.11872373782256618,0.15257771732211112,0.152775,2.5e-05,0.04794498885716687,0.999875,0.152775,0.5413892046992583,
231,suspect_models\suspect_231.safetensors,0.9880899696305394,0.9998600642940495,0.9649838948987425,0.9660612407296896,0.99975,0.8258000099234283,0.5640401576792822,0.9955778226688504,0.9997,5e-05,0.5681206855057294,0.999875,0.999775,0.9999000099990001,
232,suspect_models\suspect_232.safetensors,0.9090619768187403,0.9994468854070641,0.9061068280659615,0.9046626221358776,0.999475,0.6170900146376341,0.44752807447668164,0.9878199603483081,0.99945,2.5e-05,0.21873181389043217,0.999875,0.99955,0.9996751055906831,
233,suspect_models\suspect_233.safetensors,0.9222971984118223,0.9999817663684487,0.9399658633060753,0.9398558616161347,0.9999,0.6322000149119645,0.5223036278311163,0.9959533657327294,0.999825,7.5e-05,0.5707848409983425,0.999875,0.999875,1.0,
234,suspect_models\suspect_234.safetensors,0.999999988104403,1.0000000000476836,0.9999999970406294,0.9999999917626381,1.0,0.9998400000095368,0.9992520178854466,0.999997340965271,0.999875,0.000125,0.9999997909576879,0.999875,0.999875,1.0,
235,suspect_models\suspect_235.safetensors,0.11470814188811929,0.07714767491739151,0.2732955950688571,0.3084425957597792,0.041425,0.10125500179454684,0.12295031928867102,0.30524018848091367,0.041425,0.0,0.011427905905715472,0.999875,0.041425,0.510607878679568,
236,suspect_models\suspect_236.safetensors,0.997731478241086,0.9999977678447962,0.9893000970453024,0.9894390256181359,0.99995,0.91044000531286,0.6900871698375791,0.9981260714754462,0.99985,0.0001,0.9091286034485687,0.999875,0.999875,1.0,
237,suspect_models\suspect_237.safetensors,0.7478002557604574,0.8698268893795844,0.7545308890134096,0.7558228787280619,0.85385,0.5836850139778107,0.34934056967310606,0.8908602484837175,0.853725,0.000125,0.09785697500317338,0.999875,0.853725,0.8724861492823801,
238,suspect_models\suspect_238.safetensors,0.9123349603593349,0.9996942721971078,0.90652689249143,0.9081001190334559,0.999625,0.6138100146986544,0.46014656193386766,0.9915735414862633,0.999575,5e-05,0.20709561298769336,0.999875,0.99965,0.999775050613612,
239,suspect_models\suspect_239.safetensors,0.9459162939056754,0.9982605131856631,0.8884319563515485,0.8961731970749796,0.99825,0.7282450136117637,0.44570670272894203,0.9876472264871001,0.99815,0.0001,0.27353101127869844,0.999875,0.998175,0.9983028850953379,
240,suspect_models\suspect_240.safetensors,0.6338761845911853,0.5310567947393356,0.4838206266712397,0.5057424248788506,0.4722,0.47420001136772333,0.16889390227356926,0.4986037216797471,0.47215,5e-05,0.10633296454780798,0.999875,0.472175,0.6545787785559993,
